1964,Afghanistan,0
1964,Argentina,0
1964,Australia,0
1964,Canada,0
1964,China,0
1964,Chinese Taipei,0
1964,Colombia,0
1964,Cuba,0
1964,Dominican Republic,0
1964,Egypt,0
1964,France,0
1964,Gabon,0
1964,Germany,0
1964,Great Britain,0
1964,Greece,0
1964,Iran,0
1964,Italy,0
1964,Japan,0
1964,Mexico,0
1964,Nigeria,0
1964,Norway,0
1964,Russia,0
1964,Serbia,0
1964,South Korea,0
1964,Spain,0
1964,Thailand,0
1964,Turkey,0
1964,United States,0
1964,Venezuela,0
1964,Vietnam,0
1972,Afghanistan,0
1972,Argentina,0
1972,Australia,0
1972,Canada,0
1972,China,0
1972,Chinese Taipei,0
1972,Colombia,0
1972,Cuba,0
1972,Dominican Republic,0
1972,Egypt,0
1972,France,0
1972,Gabon,0
1972,Germany,0
1972,Great Britain,0
1972,Greece,0
1972,Iran,0
1972,Italy,0
1972,Japan,0
1972,Mexico,0
1972,Nigeria,0
1972,Norway,0
1972,Russia,0
1972,Serbia,0
1972,South Korea,0
1972,Spain,0
1972,Thailand,0
1972,Turkey,0
1972,United States,0
1972,Venezuela,0
1972,Vietnam,0
1976,Afghanistan,0
1976,Argentina,0
1976,Australia,0
1976,Canada,0
1976,China,0
1976,Chinese Taipei,0
1976,Colombia,0
1976,Cuba,0
1976,Dominican Republic,0
1976,Egypt,0
1976,France,0
1976,Gabon,0
1976,Germany,0
1976,Great Britain,0
1976,Greece,0
1976,Iran,0
1976,Italy,0
1976,Japan,0
1976,Mexico,0
1976,Nigeria,0
1976,Norway,0
1976,Russia,0
1976,Serbia,0
1976,South Korea,0
1976,Spain,0
1976,Thailand,0
1976,Turkey,0
1976,United States,0
1976,Venezuela,0
1976,Vietnam,0
1980,Afghanistan,0
1980,Argentina,0
1980,Australia,0
1980,Canada,0
1980,China,0
1980,Chinese Taipei,0
1980,Colombia,0
1980,Cuba,0
1980,Dominican Republic,0
1980,Egypt,0
1980,France,0
1980,Gabon,0
1980,Germany,0
1980,Great Britain,0
1980,Greece,0
1980,Iran,0
1980,Italy,0
1980,Japan,0
1980,Mexico,0
1980,Nigeria,0
1980,Norway,0
1980,Russia,0
1980,Serbia,0
1980,South Korea,0
1980,Spain,0
1980,Thailand,0
1980,Turkey,0
1980,United States,0
1980,Venezuela,0
1980,Vietnam,0
1984,Afghanistan,0
1984,Argentina,0
1984,Australia,0
1984,Canada,0
1984,China,0
1984,Chinese Taipei,0
1984,Colombia,0
